35.75,0.35689,35.75,0.80845
36,-1.9778,36,0.78347
36.25,-2.5963,36.25,0.75923
36.5,-0.69437,36.5,0.73573
36.75,-1.4878,36.75,0.71293
37,-4.3418,37,0.69082
37.25,-3.1177,37.25,0.66937
37.5,-5.0261,37.5,0.64857
37.75,-3.2472,37.75,0.6284
38,-6.0569,38,0.60885
38.25,-4.8627,38.25,0.58988
38.5,-1.9553,38.5,0.57149
38.75,-4.5521,38.75,0.55366
39,-4.8563,39,0.53637
39.25,-5.6638,39.25,0.51961
39.5,-5.7293,39.5,0.50336
39.75,-5.3584,39.75,0.4876
40,-3.9464,40,0.47233
40.25,-1.8787,40.25,0.45752
40.5,-3.5128,40.5,0.44317
40.75,-4.1168,40.75,0.42926
41,-1.4724,41,0.41577
41.25,-5.0848,41.25,0.4027
41.5,-2.6797,41.5,0.39003
41.75,-4.1852,41.75,0.37775
42,-1.874,42,0.36585
42.25,-0.9232,42.25,0.35432
42.5,-3.5483,42.5,0.34314
42.75,-3.2769,42.75,0.33231
43,-3.4748,43,0.32181
43.25,-5.2061,43.25,0.31164
43.5,-7.6715,43.5,0.30178
43.75,-4.2789,43.75,0.29223
44,-4.4627,44,0.28298
44.25,-4.0978,44.25,0.27401
44.5,-4.5098,44.5,0.26532
44.75,-5.3379,44.75,0.25691
45,-5.6052,45,0.24875
45.25,-4.9364,45.25,0.24085
45.5,-4.2318,45.5,0.2332
45.75,-4.3017,45.75,0.22578
46,-2.7004,46,0.2186
46.25,-4.353,46.25,0.21164
46.5,-7.0209,46.5,0.2049
46.75,-3.1022,46.75,0.19837
47,-4.742,47,0.19204
